val_accuracy,val_f1score,nsamples,arch,seed,fold,epochs,srccategory,srcfile
0.9164179104477612,0.916248825848312,670,resnext50,1329,4,80,last,last_metrics.csv
0.935820895522388,0.9357646420828358,670,resnext50,1329,5,80,last,last_metrics.csv
0.9492537313432836,0.9490948953023396,670,resnext50,1329,6,80,last,last_metrics.csv
0.946268656716418,0.945880295820856,670,resnext50,1329,7,80,last,last_metrics.csv
0.9567164179104478,0.9568149170879608,670,resnext50,1329,8,80,last,last_metrics.csv
0.9432835820895522,0.94331636260889,670,resnext50,1329,9,80,last,last_metrics.csv
0.9328358208955224,0.9326629216058334,670,resnext50,1329,10,80,last,last_metrics.csv
0.9432835820895522,0.9434299132755304,670,resnext50,1329,11,80,last,last_metrics.csv
0.9417910447761194,0.9422155576605014,670,resnext50,1329,12,80,last,last_metrics.csv
0.9373134328358208,0.93721079857508,670,resnext50,1329,13,80,last,last_metrics.csv
0.9252615844544096,0.9253981127793218,669,resnext50,1329,14,80,last,last_metrics.csv
0.9252615844544096,0.925100690756016,669,resnext50,1329,15,80,last,last_metrics.csv
0.9521674140508222,0.9521100256901626,669,resnext50,1329,16,80,last,last_metrics.csv
0.9521674140508222,0.952131595003033,669,resnext50,1329,17,80,last,last_metrics.csv
0.9417040358744396,0.9416873656582436,669,resnext50,1329,18,80,last,last_metrics.csv
0.9342301943198804,0.9338914532604268,669,resnext50,1329,19,80,last,last_metrics.csv
0.9388059701492536,0.9390411061081304,670,resnext50,1330,0,80,last,last_metrics.csv
0.926865671641791,0.9269837969612572,670,resnext50,1330,1,80,last,last_metrics.csv
0.9343283582089552,0.9335400970782616,670,resnext50,1330,2,80,last,last_metrics.csv
0.9388059701492536,0.9387997001979274,670,resnext50,1330,3,80,last,last_metrics.csv
0.9208955223880596,0.9207157937662998,670,resnext50,1330,4,80,last,last_metrics.csv
0.9402985074626866,0.9397633767140684,670,resnext50,1330,5,80,last,last_metrics.csv
0.9447761194029852,0.944687898746835,670,resnext50,1330,6,80,last,last_metrics.csv
0.953731343283582,0.9541221203286328,670,resnext50,1330,7,80,last,last_metrics.csv
0.9597014925373134,0.959807988315537,670,resnext50,1330,8,80,last,last_metrics.csv
0.9447761194029852,0.9447612634066704,670,resnext50,1330,9,80,last,last_metrics.csv
0.9373134328358208,0.9373396500340526,670,resnext50,1330,10,80,last,last_metrics.csv
0.9492537313432836,0.9494510852404064,670,resnext50,1330,11,80,last,last_metrics.csv
0.9507462686567164,0.950414352296956,670,resnext50,1330,12,80,last,last_metrics.csv
0.9388059701492536,0.9382188479607462,670,resnext50,1330,13,80,last,last_metrics.csv
0.9342301943198804,0.9342185815014924,669,resnext50,1330,14,80,last,last_metrics.csv
0.9237668161434978,0.9239024788830767,669,resnext50,1330,15,80,last,last_metrics.csv
0.9521674140508222,0.9520418365835814,669,resnext50,1330,16,80,last,last_metrics.csv
0.9566517189835576,0.9566650019034076,669,resnext50,1330,17,80,last,last_metrics.csv
0.9446935724962632,0.9448708838557708,669,resnext50,1330,18,80,last,last_metrics.csv
0.937219730941704,0.9368945985002262,669,resnext50,1330,19,80,last,last_metrics.csv
0.935820895522388,0.9361180084225028,670,resnext50,1331,0,80,last,last_metrics.csv
0.935820895522388,0.9355716217805474,670,resnext50,1331,1,80,last,last_metrics.csv
0.917910447761194,0.9170835594475472,670,resnext50,1331,2,80,last,last_metrics.csv
0.935820895522388,0.935779939892596,670,resnext50,1331,3,80,last,last_metrics.csv
0.908955223880597,0.908240002992556,670,resnext50,1331,4,80,last,last_metrics.csv
0.935820895522388,0.935293618433342,670,resnext50,1331,5,80,last,last_metrics.csv
0.9492537313432836,0.9486975499790756,670,resnext50,1331,6,80,last,last_metrics.csv
0.9507462686567164,0.9508980024187362,670,resnext50,1331,7,80,last,last_metrics.csv
0.9522388059701492,0.9523933347157536,670,resnext50,1331,8,80,last,last_metrics.csv
0.9417910447761194,0.941510139085064,670,resnext50,1331,9,80,last,last_metrics.csv
0.935820895522388,0.9358119523678996,670,resnext50,1331,10,80,last,last_metrics.csv
0.9432835820895522,0.9433906144762952,670,resnext50,1331,11,80,last,last_metrics.csv
0.9402985074626866,0.9399901067860488,670,resnext50,1331,12,80,last,last_metrics.csv
0.935820895522388,0.9356094504205836,670,resnext50,1331,13,80,last,last_metrics.csv
0.937219730941704,0.9370707817488888,669,resnext50,1331,14,80,last,last_metrics.csv
0.9446935724962632,0.9444962939470146,669,resnext50,1331,15,80,last,last_metrics.csv
0.953662182361734,0.953584827727026,669,resnext50,1331,16,80,last,last_metrics.csv
0.9521674140508222,0.9523951284499664,669,resnext50,1331,17,80,last,last_metrics.csv
0.9521674140508222,0.9522951892210776,669,resnext50,1331,18,80,last,last_metrics.csv
0.9342301943198804,0.9337529808674911,669,resnext50,1331,19,80,last,last_metrics.csv
0.9402985074626866,0.9406895802724196,670,resnext50,1332,0,80,last,last_metrics.csv
0.9328358208955224,0.932787239268686,670,resnext50,1332,1,80,last,last_metrics.csv
0.9373134328358208,0.936759308097536,670,resnext50,1332,2,80,last,last_metrics.csv
0.9417910447761194,0.9415558793347992,670,resnext50,1332,3,80,last,last_metrics.csv
0.9074626865671642,0.9068895346017104,670,resnext50,1332,4,80,last,last_metrics.csv
0.9432835820895522,0.94302162403819,670,resnext50,1332,5,80,last,last_metrics.csv
0.9447761194029852,0.9442337058386248,670,resnext50,1332,6,80,last,last_metrics.csv
0.9447761194029852,0.945077236173373,670,resnext50,1332,7,80,last,last_metrics.csv
0.9582089552238806,0.9581414523498144,670,resnext50,1332,8,80,last,last_metrics.csv
0.9402985074626866,0.9405385277586992,670,resnext50,1332,9,80,last,last_metrics.csv
0.9477611940298508,0.947558546073845,670,resnext50,1332,10,80,last,last_metrics.csv
0.9373134328358208,0.9375608296581864,670,resnext50,1332,11,80,last,last_metrics.csv
0.9402985074626866,0.9400566507408756,670,resnext50,1332,12,80,last,last_metrics.csv
0.9388059701492536,0.9390600686805366,670,resnext50,1332,13,80,last,last_metrics.csv
0.9252615844544096,0.925197889054942,669,resnext50,1332,14,80,last,last_metrics.csv
0.9267563527653214,0.9265106159772828,669,resnext50,1332,15,80,last,last_metrics.csv
0.9431988041853512,0.9433389217601568,669,resnext50,1332,16,80,last,last_metrics.csv
0.9566517189835576,0.9567025566564992,669,resnext50,1332,17,80,last,last_metrics.csv
0.9431988041853512,0.943442974295427,669,resnext50,1332,18,80,last,last_metrics.csv
0.9461883408071748,0.9458896751325242,669,resnext50,1332,19,80,last,last_metrics.csv
0.8925373134328358,0.8920742563923578,670,resnet50,1328,0,80,last,last_metrics.csv
0.8850746268656716,0.8853243516563755,670,resnet50,1328,1,80,last,last_metrics.csv
0.9044776119402984,0.9038538790992072,670,resnet50,1328,2,80,last,last_metrics.csv
0.8970149253731343,0.8970988638543415,670,resnet50,1328,3,80,last,last_metrics.csv
0.8641791044776119,0.8627943809031272,670,resnet50,1328,4,80,last,last_metrics.csv
0.9074626865671642,0.9069193154210754,670,resnet50,1328,5,80,last,last_metrics.csv
0.9014925373134328,0.9004553732617477,670,resnet50,1328,6,80,last,last_metrics.csv
0.891044776119403,0.8907911612221765,670,resnet50,1328,7,80,last,last_metrics.csv
0.9194029850746268,0.91916951751788,670,resnet50,1328,8,80,last,last_metrics.csv
0.908955223880597,0.9090842575187068,670,resnet50,1328,9,80,last,last_metrics.csv
0.9014925373134328,0.901376312869293,670,resnet50,1328,10,80,last,last_metrics.csv
0.9029850746268656,0.9030707028247262,670,resnet50,1328,11,80,last,last_metrics.csv
0.8865671641791045,0.8862111770333323,670,resnet50,1328,12,80,last,last_metrics.csv
0.8970149253731343,0.8974131387379389,670,resnet50,1328,13,80,last,last_metrics.csv
0.898355754857997,0.8987579697125377,669,resnet50,1328,14,80,last,last_metrics.csv
0.8863976083707026,0.8867016882226259,669,resnet50,1328,15,80,last,last_metrics.csv
0.907324364723468,0.9066620193054532,669,resnet50,1328,16,80,last,last_metrics.csv
0.9118086696562032,0.9122581134081864,669,resnet50,1328,17,80,last,last_metrics.csv
0.922272047832586,0.9225834679496404,669,resnet50,1328,18,80,last,last_metrics.csv
0.905829596412556,0.9051394019750216,669,resnet50,1328,19,80,last,last_metrics.csv
0.9074626865671642,0.9074073659089544,670,resnet50,1329,0,80,last,last_metrics.csv
0.8940298507462686,0.8940358120392655,670,resnet50,1329,1,80,last,last_metrics.csv
0.9014925373134328,0.9006992447100597,670,resnet50,1329,2,80,last,last_metrics.csv
0.8940298507462686,0.8941211874690054,670,resnet50,1329,3,80,last,last_metrics.csv
0.8671641791044776,0.8649329863844594,670,resnet50,1329,4,80,last,last_metrics.csv
0.9044776119402984,0.9038154413922646,670,resnet50,1329,5,80,last,last_metrics.csv
0.9044776119402984,0.9040632195293412,670,resnet50,1329,6,80,last,last_metrics.csv
0.9074626865671642,0.907704600193198,670,resnet50,1329,7,80,last,last_metrics.csv
0.9208955223880596,0.920754719839152,670,resnet50,1329,8,80,last,last_metrics.csv
0.9104477611940298,0.910657978456242,670,resnet50,1329,9,80,last,last_metrics.csv
0.9014925373134328,0.9012855299691972,670,resnet50,1329,10,80,last,last_metrics.csv
0.9149253731343284,0.914562762840742,670,resnet50,1329,11,80,last,last_metrics.csv
0.8880597014925373,0.8883313976507025,670,resnet50,1329,12,80,last,last_metrics.csv
0.9014925373134328,0.9024170168702258,670,resnet50,1329,13,80,last,last_metrics.csv
0.9103139013452914,0.9105675814372294,669,resnet50,1329,14,80,last,last_metrics.csv
0.8938714499252616,0.8946500973762952,669,resnet50,1329,15,80,last,last_metrics.csv
0.9013452914798208,0.901200317285806,669,resnet50,1329,16,80,last,last_metrics.csv
0.9103139013452914,0.9110784666496744,669,resnet50,1329,17,80,last,last_metrics.csv
0.9162929745889388,0.916333184746844,669,resnet50,1329,18,80,last,last_metrics.csv
0.898355754857997,0.8977903064478253,669,resnet50,1329,19,80,last,last_metrics.csv
0.8925373134328358,0.892248024898348,670,resnet50,1330,0,80,last,last_metrics.csv
0.8731343283582089,0.8736483934946997,670,resnet50,1330,1,80,last,last_metrics.csv
0.8925373134328358,0.892620334097403,670,resnet50,1330,2,80,last,last_metrics.csv
0.9104477611940298,0.9108126500560968,670,resnet50,1330,3,80,last,last_metrics.csv
0.8567164179104477,0.8561582589654947,670,resnet50,1330,4,80,last,last_metrics.csv
0.9044776119402984,0.9039185545578126,670,resnet50,1330,5,80,last,last_metrics.csv
0.908955223880597,0.9085613632474264,670,resnet50,1330,6,80,last,last_metrics.csv
0.9059701492537312,0.9055583070289492,670,resnet50,1330,7,80,last,last_metrics.csv
0.9223880597014924,0.9226925143823256,670,resnet50,1330,8,80,last,last_metrics.csv
0.9,0.899846494231689,670,resnet50,1330,9,80,last,last_metrics.csv
0.8985074626865671,0.8980580107808126,670,resnet50,1330,10,80,last,last_metrics.csv
0.9149253731343284,0.9145394067014956,670,resnet50,1330,11,80,last,last_metrics.csv
0.891044776119403,0.8908627714043612,670,resnet50,1330,12,80,last,last_metrics.csv
0.8940298507462686,0.8948253614470617,670,resnet50,1330,13,80,last,last_metrics.csv
0.898355754857997,0.8987875337154265,669,resnet50,1330,14,80,last,last_metrics.csv
0.898355754857997,0.8983472843219634,669,resnet50,1330,15,80,last,last_metrics.csv
0.9028400597907325,0.9023675131870552,669,resnet50,1330,16,80,last,last_metrics.csv
0.920777279521674,0.9208583522896762,669,resnet50,1330,17,80,last,last_metrics.csv
0.9133034379671152,0.9134463115446956,669,resnet50,1330,18,80,last,last_metrics.csv
0.8938714499252616,0.8934162869682658,669,resnet50,1330,19,80,last,last_metrics.csv
0.9029850746268656,0.903171582248627,670,resnet50,1331,0,80,last,last_metrics.csv
0.8776119402985074,0.8773886748707026,670,resnet50,1331,1,80,last,last_metrics.csv
0.891044776119403,0.8908583559027908,670,resnet50,1331,2,80,last,last_metrics.csv
0.9044776119402984,0.9044365730654784,670,resnet50,1331,3,80,last,last_metrics.csv
0.8701492537313433,0.8684181819729512,670,resnet50,1331,4,80,last,last_metrics.csv
0.9014925373134328,0.901055978027718,670,resnet50,1331,5,80,last,last_metrics.csv
0.9059701492537312,0.9056051044156882,670,resnet50,1331,6,80,last,last_metrics.csv
0.9,0.8998141200365372,670,resnet50,1331,7,80,last,last_metrics.csv
0.935820895522388,0.9354794396960192,670,resnet50,1331,8,80,last,last_metrics.csv
0.8985074626865671,0.8991238956506395,670,resnet50,1331,9,80,last,last_metrics.csv
0.8970149253731343,0.8973425876840292,670,resnet50,1331,10,80,last,last_metrics.csv
0.908955223880597,0.9092322900769008,670,resnet50,1331,11,80,last,last_metrics.csv
0.8880597014925373,0.887310081587849,670,resnet50,1331,12,80,last,last_metrics.csv
0.9014925373134328,0.9019518099417548,670,resnet50,1331,13,80,last,last_metrics.csv
0.8998505231689088,0.9000206413257205,669,resnet50,1331,14,80,last,last_metrics.csv
0.8834080717488789,0.8832381002688853,669,resnet50,1331,15,80,last,last_metrics.csv
0.905829596412556,0.9054001288572674,669,resnet50,1331,16,80,last,last_metrics.csv
0.9103139013452914,0.9106216276966446,669,resnet50,1331,17,80,last,last_metrics.csv
0.9147982062780268,0.9152860286439268,669,resnet50,1331,18,80,last,last_metrics.csv
0.907324364723468,0.9066545328196464,669,resnet50,1331,19,80,last,last_metrics.csv
0.9044776119402984,0.9041787611859484,670,resnet50,1332,0,80,last,last_metrics.csv
0.8820895522388059,0.8824520334187981,670,resnet50,1332,1,80,last,last_metrics.csv
0.9014925373134328,0.9018739090687968,670,resnet50,1332,2,80,last,last_metrics.csv
0.9044776119402984,0.9047552763361016,670,resnet50,1332,3,80,last,last_metrics.csv
0.8597014925373134,0.8584203218394191,670,resnet50,1332,4,80,last,last_metrics.csv
0.9,0.8993992040744554,670,resnet50,1332,5,80,last,last_metrics.csv
0.9104477611940298,0.9100982419838785,670,resnet50,1332,6,80,last,last_metrics.csv
0.9074626865671642,0.9075551241792176,670,resnet50,1332,7,80,last,last_metrics.csv
0.9238805970149254,0.9239126221077506,670,resnet50,1332,8,80,last,last_metrics.csv
0.9,0.9002716987792457,670,resnet50,1332,9,80,last,last_metrics.csv
0.9074626865671642,0.9072466268870436,670,resnet50,1332,10,80,last,last_metrics.csv
0.9044776119402984,0.9045424371941228,670,resnet50,1332,11,80,last,last_metrics.csv
0.8895522388059701,0.8889403054471022,670,resnet50,1332,12,80,last,last_metrics.csv
0.8985074626865671,0.8993793062302287,670,resnet50,1332,13,80,last,last_metrics.csv
0.907324364723468,0.9073375058195088,669,resnet50,1332,14,80,last,last_metrics.csv
0.8938714499252616,0.8943694351424444,669,resnet50,1332,15,80,last,last_metrics.csv
0.907324364723468,0.9073303524920464,669,resnet50,1332,16,80,last,last_metrics.csv
0.9028400597907325,0.9033387501182518,669,resnet50,1332,17,80,last,last_metrics.csv
0.922272047832586,0.9224587099781232,669,resnet50,1332,18,80,last,last_metrics.csv
0.9088191330343796,0.9080375603337162,669,resnet50,1332,19,80,last,last_metrics.csv
0.7597014925373134,0.758436438661834,670,vit_small,1328,0,80,last,last_metrics.csv
0.7194029850746269,0.7196938696859804,670,vit_small,1328,1,80,last,last_metrics.csv
0.7253731343283583,0.7233951275809456,670,vit_small,1328,2,80,last,last_metrics.csv
0.7417910447761195,0.7406820944674585,670,vit_small,1328,3,80,last,last_metrics.csv
0.6746268656716418,0.6741700026026068,670,vit_small,1328,4,80,last,last_metrics.csv
0.7417910447761195,0.7408740819189186,670,vit_small,1328,5,80,last,last_metrics.csv
0.7283582089552239,0.7270353482706021,670,vit_small,1328,6,80,last,last_metrics.csv
0.7313432835820896,0.7307834472644626,670,vit_small,1328,7,80,last,last_metrics.csv
0.7761194029850746,0.7737778688594901,670,vit_small,1328,8,80,last,last_metrics.csv
0.744776119402985,0.7464079244577562,670,vit_small,1328,9,80,last,last_metrics.csv
0.7328358208955223,0.7319219828185699,670,vit_small,1328,10,80,last,last_metrics.csv
0.7238805970149254,0.722892586778842,670,vit_small,1328,11,80,last,last_metrics.csv
0.7268656716417911,0.7244987868358059,670,vit_small,1328,12,80,last,last_metrics.csv
0.7253731343283583,0.7252531786453199,670,vit_small,1328,13,80,last,last_metrics.csv
0.7294469357249627,0.7277535518725087,669,vit_small,1328,14,80,last,last_metrics.csv
0.7757847533632287,0.7763339848944655,669,vit_small,1328,15,80,last,last_metrics.csv
0.750373692077728,0.7490042457779369,669,vit_small,1328,16,80,last,last_metrics.csv
0.7533632286995515,0.7522218779601425,669,vit_small,1328,17,80,last,last_metrics.csv
0.7653213751868461,0.7652863247733681,669,vit_small,1328,18,80,last,last_metrics.csv
0.750373692077728,0.7517043088001198,669,vit_small,1328,19,80,last,last_metrics.csv
0.7582089552238805,0.7572394327968043,670,vit_small,1329,0,80,last,last_metrics.csv
0.7283582089552239,0.7280851362953906,670,vit_small,1329,1,80,last,last_metrics.csv
0.7134328358208956,0.7117060755729434,670,vit_small,1329,2,80,last,last_metrics.csv
0.7238805970149254,0.7235007225304525,670,vit_small,1329,3,80,last,last_metrics.csv
0.7119402985074627,0.7118088452834076,670,vit_small,1329,4,80,last,last_metrics.csv
0.7373134328358208,0.7355945178269536,670,vit_small,1329,5,80,last,last_metrics.csv
0.7238805970149254,0.7208206641847059,670,vit_small,1329,6,80,last,last_metrics.csv
0.7223880597014926,0.7238719514215864,670,vit_small,1329,7,80,last,last_metrics.csv
0.7850746268656716,0.7844713049350116,670,vit_small,1329,8,80,last,last_metrics.csv
0.7388059701492538,0.7399631023184071,670,vit_small,1329,9,80,last,last_metrics.csv
0.7238805970149254,0.7234644136467551,670,vit_small,1329,10,80,last,last_metrics.csv
0.7238805970149254,0.7226801050714743,670,vit_small,1329,11,80,last,last_metrics.csv
0.7089552238805971,0.7062537627757711,670,vit_small,1329,12,80,last,last_metrics.csv
0.7283582089552239,0.7290596154498724,670,vit_small,1329,13,80,last,last_metrics.csv
0.726457399103139,0.7253064396361275,669,vit_small,1329,14,80,last,last_metrics.csv
0.7473841554559043,0.7479158500864912,669,vit_small,1329,15,80,last,last_metrics.csv
0.7234678624813154,0.722241221440612,669,vit_small,1329,16,80,last,last_metrics.csv
0.7518684603886397,0.7516042003054578,669,vit_small,1329,17,80,last,last_metrics.csv
0.7787742899850523,0.7778549341569481,669,vit_small,1329,18,80,last,last_metrics.csv
0.7563527653213752,0.7566646018585695,669,vit_small,1329,19,80,last,last_metrics.csv
0.744776119402985,0.7442219699642664,670,vit_small,1330,0,80,last,last_metrics.csv
0.7208955223880597,0.7204501360133478,670,vit_small,1330,1,80,last,last_metrics.csv
0.7298507462686568,0.7280000396970345,670,vit_small,1330,2,80,last,last_metrics.csv
0.7492537313432835,0.7478978893899402,670,vit_small,1330,3,80,last,last_metrics.csv
0.6716417910447762,0.6707236034531588,670,vit_small,1330,4,80,last,last_metrics.csv
0.7402985074626866,0.7353692355786743,670,vit_small,1330,5,80,last,last_metrics.csv
0.7582089552238805,0.7565464969270462,670,vit_small,1330,6,80,last,last_metrics.csv
0.7432835820895523,0.7428830846041241,670,vit_small,1330,7,80,last,last_metrics.csv
0.7731343283582089,0.7716454761714585,670,vit_small,1330,8,80,last,last_metrics.csv
0.7507462686567165,0.7507395597058195,670,vit_small,1330,9,80,last,last_metrics.csv
0.7582089552238805,0.7576071877092433,670,vit_small,1330,10,80,last,last_metrics.csv
0.7298507462686568,0.7299825776269102,670,vit_small,1330,11,80,last,last_metrics.csv
0.7164179104477612,0.7132204577503981,670,vit_small,1330,12,80,last,last_metrics.csv
0.7343283582089553,0.73415614531405,670,vit_small,1330,13,80,last,last_metrics.csv
0.7309417040358744,0.7296837169939928,669,vit_small,1330,14,80,last,last_metrics.csv
0.7279521674140508,0.7279263683511419,669,vit_small,1330,15,80,last,last_metrics.csv
0.757847533632287,0.7569312341371203,669,vit_small,1330,16,80,last,last_metrics.csv
0.7414050822122571,0.7420803806591627,669,vit_small,1330,17,80,last,last_metrics.csv
0.7698056801195815,0.7692570971648651,669,vit_small,1330,18,80,last,last_metrics.csv
0.7428998505231689,0.7433964003043885,669,vit_small,1330,19,80,last,last_metrics.csv
0.7791044776119403,0.7790920390967185,670,vit_small,1331,0,80,last,last_metrics.csv
0.744776119402985,0.7448625158931502,670,vit_small,1331,1,80,last,last_metrics.csv
0.744776119402985,0.7414000607120365,670,vit_small,1331,2,80,last,last_metrics.csv
0.7313432835820896,0.7300251790009878,670,vit_small,1331,3,80,last,last_metrics.csv
0.6865671641791045,0.6872403534727844,670,vit_small,1331,4,80,last,last_metrics.csv
0.7373134328358208,0.7353710186111807,670,vit_small,1331,5,80,last,last_metrics.csv
0.7343283582089553,0.7305948357914629,670,vit_small,1331,6,80,last,last_metrics.csv
0.7507462686567165,0.7508166538010316,670,vit_small,1331,7,80,last,last_metrics.csv
